Cat_SMILES,Cat_MW,Cat_Rad_Gyr,Cat_Len_x,Cat_Len_y,Cat_Len_z,Cat_MPP,Cat_SDP
CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,364.58595,6.15007966,24.685,10.645,5.958,0.947772,3.421427
CC[N+]1(CCOC(=O)c2cc(OC)c(OC)c(OC)c2)CCCC1,338.419315,4.53310137,6.205,10.494,16.7,0.884088,3.828362
CCCCCCCCCCCC[N+](CCO)(CCO)Cc1ccccc1,364.58595,6.1895167,24.75,5.873,10.068,0.973307,3.525742
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.431241,3.39750664,13.961,10.024,7.226,1.295566,4.888355
C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,330.530838,3.45917225,6.814,13.285,10.246,1.104559,3.933357
CC(C)C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(c1ccccc1)C1CCCC1)C2,384.575659,4.10348211,11.764,7.184,15.176,1.252404,4.832889
CCOC(=O)C(C(=O)OC1CC2CCC(C1)[N+]2(C)C)c1ccccc1,346.441382,3.87708442,6.701,15.429,9.571,1.200521,4.335749
C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,484.607121,6.34419207,8.703,7.433,24.659,1.26243,5.076473
C[14CH2][N+]([14CH2]C)([14CH2]C)[14CH2]C,130.251405,2.13134877,7.527,5.583,7.489,0.994271,3.182608
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,1226.394835,7.9132087,18.69,15.834,31.995,3.125151,13.308791
CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,318.560523,5.23109455,8.196,8.714,20.046,1.292681,5.96085
CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)C(=O)C(CCCC/N=C(\S)Nc1ccc(-c2c3ccc(=[N+](C)C)cc-3oc3cc(N(C)C)ccc23)c(C(=O)[O-])c1)NC(=O)CNCCCNCCCCNCCCN,1336.041041,8.39156337,11.252,30.556,24.986,1.770701,8.823967
C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,356.436236,3.41833774,7.762,14.078,10.543,1.264756,5.123264
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,557.82867,4.31206608,10.577,11.334,16.217,1.949632,8.271178
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,340.436831,3.71231295,8.023,12.756,11.544,1.435996,5.521923
CC[N+](CC)(CC)CCOC(=O)c1cc(OC)c(OC)c(OC)c1,340.435197,4.02111729,15.822,10.549,8.059,1.226702,5.679225
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,353.521782,3.64627753,9.486,11.632,13.197,1.636246,7.058011
CCCCCCCCCCCCCCCC[N+](C)(C)C[C@@H](OC)[C@@H](C[N+](C)(C)CCCCCCCCCCCCCCCC)OC,655.177792,5.17574016,17.672,11.591,13.442,2.133356,9.313965
CCCCCCCCCCCCCCCC[N+](C)(C)C,284.544197,4.65712591,6.556,16.366,11.266,0.992096,4.062569
CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O,350.473145,3.68261784,9.585,13.387,10.166,1.607625,6.68244
CCCc1ncc(C[n+]2ccccc2C)c(N)n1,243.32799,3.49265253,14.067,8.545,7.344,1.250631,5.05048
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2cccs2)C1,332.437648,3.36452068,10.107,13.997,7.525,1.378719,4.917189
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,332.457859,3.45800458,11.88,13.405,7.523,1.325152,5.11085
CC[N+](C)(C)CCSCC[N+](C)(C)CC,234.445247,3.88138469,14.603,8.148,5.968,1.056164,3.29593
CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,324.52198,4.0012431,15.067,10.529,8.901,1.35434,6.491942
COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,320.49289,3.18807367,12.075,11.231,7.43,1.229261,4.582401
CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O,674.956635,7.02539422,14.507,26.054,11.307,1.60836,8.534936
CN(C)C(=O)Oc1ccc[n+](Cc2ccccc2)c1,257.308248,3.59225034,6.759,14,9.965,1.072478,4.233211
C[n+]1ccc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c4csc(N)n4)[C@H]3[S+]([O-])C2)cc1,609.675265,5.45129012,22.507,10.829,9.243,1.514896,6.486512
Cc1c(CCO)sc[n+]1CCCCCCCCCCCC[n+]1csc(CCO)c1C,454.732964,4.94721034,17.025,8.93,11.87,1.546498,6.024247
CC(C(=O)N1c2ccccc2Sc2ccccc21)[N+]1(C)CCCC1,339.474954,3.47892766,11.826,12.909,7.131,1.098983,4.249645
CC[N+](C)(C)[C@@H]1C=C2C=C[C@H]3[C@@H]4CC[C@@H]5[C@H](C)N(C)C[C@@]54CC[C@@H]3[C@@]2(C)CC1,383.633992,4.26512069,16.968,7.607,8.233,1.347778,5.34562
C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,318.454125,3.54956783,11.302,7.605,13.378,1.310763,5.06422
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.399551,3.34726316,12.37,6.58,10.352,1.12292,4.223838
OC1(c2ccc(Cl)cc2)NC=N[n+]2ccc3ccccc3c21,310.758192,3.40912859,7.408,12.634,11.36,1.225194,5.736721
CCCCN(CCCC)C(=O)OCC[N+](C)(C)CC.CCCCN(CCCC)C(=O)OCC[N+](C)(C)CC.O=S(=O)([O-])[O-],642.933006,7.86656521,27.767,13.069,9.49,1.579211,6.9829
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,511.512555,4.86305978,10,14.326,16.055,1.435218,6.530505
COC1=C(OC)C(=O)C(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)=C(C)C1=O,583.718003,5.33317268,17.421,12.763,11.797,2.088021,9.56501
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,572.863228,4.73199055,10.208,11.792,19.136,1.632412,7.545271
C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C,376.535309,6.78203953,6.616,23.325,9.626,1.040579,4.096582
Clc1ccc(COC(C[n+]2ccn(CCc3ccccc3)c2)c2ccc(Cl)cc2Cl)c(Cl)c1,521.286332,4.66547816,16.205,13.765,10.108,1.757744,7.61243
CC[N+](C)(C)Cc1ccccc1Br,243.163319,2.62618938,10.023,7.086,8.814,1.119625,4.163915
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)C1CC2C=CC1C2,330.441977,3.6051497,12.634,7.719,11.943,1.335023,5.031747
CC[N+](C)(C)c1cccc(O)c1,166.240519,2.47130869,9.624,7.796,6.935,1.132866,4.497288
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.447567,3.81289761,11.468,7.085,14.008,1.280996,4.72244
CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C(C)C,310.495362,3.79567783,7.211,16.028,8.687,1.197609,4.889616
CC1CCCC(C(=O)OCC[N+](C)(C)C)[N+]1(C)C,258.400741,3.469504,13.588,7.947,7.441,1.307908,5.064701
COc1cc(N)cn[n+]1-c1ccccc1,202.232898,2.87430642,4.787,9.181,12.457,0.545109,2.41909
CC1CCCC(C(=O)OCC[N+](C)(C)C)[N+]1(C)C,258.400741,3.48988029,13.737,8.007,7.287,1.273479,4.950396
CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC,318.452786,5.39859289,19.477,7.247,7.013,1.084594,3.984074
COc1c(O)c(C)c(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(O)c1OC,585.733885,7.14685845,23.936,11.958,11.29,1.681557,8.990165
CC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,328.426096,3.88265605,14.386,11.406,7.01,1.222583,4.577644
CCOP(=O)(OCC)SCC[N+](C)(C)C,256.322728,3.00092533,12.185,7.752,8.468,1.25424,4.935236
CCCCCCCCCCCCCC[n+]1ccc(C)cc1,290.507288,4.81875373,8.044,18.582,9.698,1.203282,5.632564
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.399551,4.20576934,7.963,16.121,7.369,1.201738,4.539211
CC[N+](CC)(CC)CC(=O)Nc1c(C)cccc1C,263.398986,3.22987147,11.663,8.734,8.788,1.454724,6.092302
C[N+](C)(C)CCO,104.170958,1.87480955,8.441,6.312,6.294,1.049606,3.82734
COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,511.512555,5.07703732,11.394,8.825,18.383,1.41911,6.671507
COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,363.39062,3.72046195,13.403,12.264,7.426,1.215449,4.971434
Cc1cc(Nc2ccc3c(c2)c(-c2ccc(N)cc2)[n+](C)c2cc(N)ccc32)nc(N)[n+]1C,437.540456,4.92634331,17.556,14.563,6.526,0.82472,4.156553
Cc1c(CCO)sc[n+]1CCCCCCCCCCCC[n+]1csc(CCO)c1C,454.732964,6.50982498,21.435,11.84,7.805,1.284714,5.259295
CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C,299.454077,3.30618308,11.835,11.983,6.889,1.182926,4.517272
CC(=O)OC(C)C[N+](C)(C)C,160.234334,2.37597588,9.728,8.006,6.446,1.016417,4.097067
C[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCC1,340.436831,3.71886333,15.302,7.264,10.33,1.221749,4.737026
CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,408.681684,4.47696344,9.834,9.748,16.137,1.707972,7.332483
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,290.378006,3.74519813,15.329,6.571,7.448,1.07443,4.184813
CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C,299.454077,3.24585086,11.527,11.825,7.016,1.240239,4.480222
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,929.147002,7.30042763,14.866,11.277,27.557,2.136702,8.94864
CN(C)C(=O)Oc1ccc[n+](C)c1,181.212069,2.83654822,5.019,7.829,11.483,0.613518,2.641394
COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,929.147002,8.21622315,29.065,14.48,12.464,2.153287,10.11522
CC(=O)OC(C)C[N+](C)(C)C,160.234334,2.37708573,6.443,9.82,8.005,1.016466,4.097016
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,929.147002,6.9195459,25.684,13.451,15.861,2.398232,11.212018
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,332.587141,5.79410671,20.061,10.078,6.973,1.098989,4.547119
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,348.500357,3.97927028,7.119,14.625,11.86,1.250663,4.860281
C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1,302.47493,3.54933537,13.79,11.646,6.696,1.193317,4.311697
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,290.378006,3.69419821,7.376,6.908,15.144,1.149043,4.538812
C[n+]1ccc(C(=O)NCc2ccccc2)cc1,227.282225,3.69171639,14.53,7.811,6.871,0.987743,4.63124
N#CC(C#N)=C([S-])[S-],140.185925,2.17898608,7.529,7.021,3.6,0.000003,0.00001
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,340.436831,3.77764251,11.409,12.632,7.94,1.420645,5.154409
O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,286.329595,4.95643228,18.456,8.465,6.906,1.19727,4.493378
C[N+]12CCC(CC1)C(OCC(O)(c1ccccc1)C1CCCC1)C2,330.485071,3.74406528,6.96,13.753,11.71,1.229978,4.625891
C[N+](C)(CCOc1ccccc1)Cc1ccccc1,256.363315,3.74362869,6.919,14.82,8.625,1.186508,4.598036
CCCc1ncc(C[n+]2ccccc2C)c(N)n1,243.32799,3.25310112,12.819,7.236,8.622,1.227617,4.850731
C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,332.330211,4.03109718,9.008,15.797,5.784,0.619642,3.281766
CC[N+](CC)(CC)CC,130.251405,2.13132281,7.683,5.595,7.683,0.994275,3.19477
C[N+](C)(C)CCOC(=O)C1CCC[N+]1(C)C,230.347507,3.45043145,7.204,13.374,6.651,1.131205,4.158007
CC[N+](C)(CC)CCCOC(=O)[C@H]1[C@H](c2ccccc2)[C@H](C(=O)OCCC[N+](C)(CC)CC)[C@H]1c1ccccc1,552.788966,5.86360992,13.713,9.533,22.309,1.607754,7.308987
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)C1CC2C=CC1C2,330.441977,3.62816688,10.93,7.323,14.421,1.150525,4.955764
CC12CCC(C[N+](C)(CCC[N+](C)(C)C)C1)C2(C)C,268.481784,3.6145207,8.122,14.162,7.639,1.295549,5.242375
CC[N+](CC)(CCOc1ccc(CC(C)(C)CC(C)C)cc1)Cc1ccccc1,396.629489,5.33540921,18.826,9.538,10.801,1.564468,7.358258
Cc1cc(C(C)(C)CC(C)(C)C)ccc1OCCOCC[N+](C)(C)Cc1ccccc1,426.655511,6.11091164,11.354,21.033,8.107,1.205857,5.689415
C[N+]1(C)CCCC1COC(=O)C(O)(c1ccccc1)c1ccccc1,340.436831,3.51271208,7.751,10.138,14.188,1.350415,5.215313
C[N+]1(CC(=O)c2ccccc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,394.484326,4.23265585,14.974,10.991,7.025,1.276498,4.616639
CC[N+]1(C)CCC(OC(=O)C(c2ccccc2)C2CCCC2)C1,316.458454,3.60591654,6.902,14.688,10.229,1.225541,4.505789
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,556.7809,5.93613606,7.617,21.922,11.515,1.243663,5.349586
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,290.399551,4.32010738,16.618,6.714,8.35,1.109311,4.225376
CCCCCCCCCCCC[n+]1ccc2ccccc2c1,298.486261,3.49965986,7.421,10.198,13.649,1.224217,5.083077
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,358.134274,3.53862454,9.769,12.246,10.086,1.336554,6.269352
CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,534.987515,6.54729778,8.779,11.557,22.529,1.554222,6.328464
CC[N+](CC)(CC)CC,130.251405,2.13143296,7.465,5.598,7.577,0.994188,3.197777
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,572.863228,4.80703065,9.573,11.659,19.584,1.636973,7.249293
CC[N+](C)(C)Cc1ccccc1Br,243.163319,2.62349973,9.976,7.103,8.815,1.124309,4.190276
C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](CC(C#N)(c1ccccc1)c1ccccc1)C2,345.50135,3.77278406,11.891,8.106,14.338,1.213968,5.404154
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)CC1,340.436831,3.57512384,10.058,7.415,14.631,1.253967,4.973196
CC[N+](C)(C)Cc1cccc(OC)c1.Cc1ccc(S(=O)(=O)[O-])cc1,365.487493,4.0745035,10,8.625,17.167,1.462001,6.09155
CC[N+]1(C)CCC(OC(=O)C(c2ccccc2)C2CCCC2)C1,316.458454,3.60240575,10.666,14.209,7.142,1.200298,4.648585
C[N+]1(CC(=O)c2ccccc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,394.484326,4.75028174,7.433,9.097,18.194,1.376532,4.928629
C[N+](C)(C)CCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OCCC[N+](C)(C)C)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,694.908446,7.58842754,8.077,29.494,13.331,1.249657,5.668129
Clc1ccc(COC(C[n+]2ccn(CCc3ccccc3)c2)c2ccc(Cl)cc2Cl)c(Cl)c1,521.286332,5.40650297,9.357,11.679,19.889,1.449489,6.866724
C=CCCCCCCCCC(=O)NCCC[N+](C)(C)C,283.473248,5.72906986,21.412,7.692,6.113,0.990547,3.648511
CCCCCCCCCCCC[n+]1ccc2ccccc2c1,298.486261,4.4275952,16.82,10.437,7.513,1.217355,5.167518
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,368.490066,3.80535707,10.473,8.516,14.583,1.514502,6.041049
C[N+](C)(C)CCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(OCCC[N+](C)(C)C)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,694.908446,7.77799594,11.291,30.148,10.244,1.797951,7.652796
CC[N+](C)(C)CCC(C(N)=O)(c1ccccc1)c1ccccc1,311.44193,3.37997061,13.066,9.33,10.83,1.54742,6.721298
O/N=C/c1cc[n+](CCC[n+]2ccc(/C=N/O)cc2)cc1,286.329595,4.96635175,18.467,8.23,6.903,1.202184,4.484139
CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12,288.405219,3.81801463,7.526,9.231,14.036,1.160293,5.125159
C[N+](C)(CCCCC(C#N)(c1ccccc1)c1ccccc1)CC[N+]1(C)CCOCC1,421.619073,4.45915501,16.905,8.818,11.064,1.526452,6.327876
COc1cc(-c2ccc(-n3nc(-c4ccccc4)n[n+]3-c3ccc([N+](=O)[O-])cc3)c(OC)c2)ccc1-n1nc(-c2ccccc2)n[n+]1-c1ccc([N+](=O)[O-])cc1,746.73112,6.93818858,8.978,24.72,14.922,1.329497,6.361685
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,382.521584,5.47777909,21.103,9.19,7.991,1.287165,5.58788
COc1cc(N)cn[n+]1-c1ccccc1,202.232898,2.86609413,5.339,8.971,12.48,0.631192,2.890816
CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,231.421721,3.57577986,7.067,8.639,13.446,1.192524,4.720898
CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C,299.454077,3.29570055,6.941,11.815,11.882,1.200776,4.502346
CC1CCC(C)[N+]1(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,368.490066,4.09880949,11.375,14.225,7.818,1.305318,5.376135
CC[N+](C)(CC)CCOC(c1ccccc1)c1ccccc1,298.443167,3.58216638,14.155,11.311,7.863,1.225147,5.647412
C[N+](C)(CC(=O)Nc1ccccc1)CC(=O)Nc1ccccc1,312.386862,4.07094609,14.693,10.616,7.135,1.310146,4.736598
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,338.978903,5.50675303,19.5,10.709,8.569,1.277185,5.977333
CC[N+](C)(CC)CCSC1=Nc2ccccc2N=C(c2ccc(Sc3ccccc3)cc2)C1,474.704394,5.16700814,13.205,8.657,17.617,1.515107,5.882418
COc1cc(-c2ccc(-[n+]3nc(-c4ccccc4)nn3-c3ccc([N+](=O)[O-])cc3)c(OC)c2)ccc1-[n+]1nc(-c2ccccc2)nn1-c1ccc([N+](=O)[O-])cc1,746.73112,6.8847247,25.236,8.746,14.828,1.312979,6.130891
CC[N+](C)(C)[C@@H]1C=C2C=C[C@H]3[C@@H]4CC[C@@H]5[C@H](C)N(C)C[C@@]54CC[C@@H]3[C@@]2(C)CC1,383.633992,4.25256765,17.074,7.664,8.211,1.359083,5.449639
Cc1c2cc[n+](C)cc2c(C)c2c1[nH]c1ccc(O)cc12,277.34105,3.57352348,9.441,14.755,4.203,0.356377,1.8031
C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1,307.471244,3.67115106,7.361,10.277,13.724,1.198977,4.760221
CCCCCCCCCCCCCCCC[N+](C)(C)C,284.544197,5.44537702,19.006,10.005,6.982,1.243418,4.574531
CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,304.447718,3.66936373,10.679,7.262,13.969,1.323953,4.913773
C[N+](C)(C)CCCCCC[N+](C)(C)C,202.38046,4.15693053,5.954,6.665,15.512,1.055799,4.26352
COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,1029.263018,11.44052723,13.31,35.468,14.272,2.214845,10.712539
CC[N+]1(C)CCC(OC(=O)C(c2noc3ccccc23)N2CCCCCC2)CC1,400.535236,3.9093617,12.065,7.351,13.924,1.240142,4.967107
CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,391.572544,5.37011707,7.599,9.111,20.198,1.28096,5.334158
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,342.452713,3.95144522,11.925,14.697,7.662,1.32061,5.37852
CC(C)C(c1ccccc1)C(O)CC[N+]1(C)CCCCC1,290.464194,3.76064097,14.449,10.498,6.899,1.111061,4.474384
C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1,307.471244,3.65203473,6.895,9.881,15.11,1.114982,4.482821
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,270.372988,3.69397523,15.255,7.841,5.401,0.490556,2.884135
COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(C6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1,718.929918,8.2827899,8.432,27.957,14.243,1.363552,6.051427
C[N+]12CCC(c3ccccc3)(CC1)C(=O)C2,216.299344,2.82676164,12.498,6.467,7.022,1.002187,4.279183
O=C(C[n+]1ccn(CC(OCc2ccc(Cl)cc2Cl)c2ccc(Cl)cc2Cl)c1)c1ccc(F)cc1,553.260318,4.52611178,13.255,8.81,16.331,1.259987,5.819806
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,240.428549,4.31330897,16.044,7.591,6.41,1.112147,4.011309
CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12,288.405219,3.99683593,15.583,6.645,9.502,0.954955,4.252405
CC[n+]1c(-c2ccc(-c3ccccc3)cc2)csc1/C=C/c1ccc(N2CCCC2)cc1,437.619817,6.17407118,7.204,23.684,10.184,1.075868,4.795491
CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,304.447718,3.38441113,13.11,7.222,10.664,1.209343,4.788062
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.431241,3.4163367,13.546,11.654,7.023,1.223662,4.552694
C[N+](C)(C)CC(O)C[N+](C)(C)C,176.300013,2.85327607,6.401,6.229,11.816,1.115648,3.945837
CC[n+]1c(/C=C/c2ccc(N3CCCC3)cc2)cccc1/C=C/c1ccc(N2CCCC2)cc1,450.63879,6.91906412,10.177,26.054,6.942,1.199976,4.585413
CCCCN(CCCC)C(=O)OCC[N+](C)(C)CC,273.4353,3.76581221,11.373,14.051,6.963,1.154673,4.496177
CNCC(=O)OCc1cccnc1N(C)C(=O)OC(C)[n+]1cnn(C[C@](O)(c2cc(F)ccc2F)[C@@H](C)c2nc(-c3ccc(C#N)cc3)cs2)c1,717.765927,5.68970621,11.408,23.918,11.714,1.863145,8.405523
CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,620.672654,5.25517578,15.004,10.179,17.321,1.650301,7.466281
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](OCC[N+](C)(C)C)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,1226.394835,7.43463295,14.55,26.927,18.543,2.472424,11.907208
CC[N+](CC)(CCOc1ccc(CC(C)(C)CC(C)C)cc1)Cc1ccccc1,396.629489,5.09417432,17.6,7.903,11.553,1.251334,5.465092
C[N+](C)(CCCCCCOc1c(Br)cc(Br)cc1Br)Cc1ccc(Br)o1,618.014184,6.08026615,10.364,8.169,19.688,1.220245,5.544807
COC(=O)CN1CCOCCOCCOCCOc2cc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)ccc21,585.448199,5.13920871,13.274,17.704,7.921,1.095236,5.328848
CO[C@H]1C[C@@H]2C[C@H](OC(=O)C(O)(c3ccccc3)c3ccccc3)C[C@H]1[N+]2(C)C,396.500207,3.83595612,8.035,10.073,15.697,1.32578,5.908714
CCCCCCCCCCCCCCCC[N+](C)(C)C[C@H](OC)[C@@H](C[N+](C)(C)CCCCCCCCCCCCCCCC)OC,655.177792,4.73080388,10.767,18.801,12.017,1.698411,8.327931
CC[N+](C)(CC)CCCOC(=O)[C@H]1[C@H](c2ccccc2)[C@H](C(=O)OCCC[N+](C)(CC)CC)[C@H]1c1ccccc1,552.788966,4.71342452,13.221,12.185,17.614,2.041504,10.020936
CCCCCCCCCCCCCCCC[n+]1ccccc1,304.533906,5.42865808,7.934,10.856,18.255,1.285614,5.479864
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,282.443762,3.50206269,13.708,7.491,10.805,1.353402,5.282102
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,314.399478,3.60925772,6.971,11.368,12.824,1.328773,4.58587
